"chr","start","end","cluster","sample_name","junction_count","cluster_total","psi","junction_coords","gene_name","junc_cat","strand","n_significant_data","__index_level_0__","group","genotype","rescueExpression","TDP43_kd"
"chr19",7169831,7170537,"clu_23042_-","201812_G294A_pos_siT_1",0,53,0,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201812_G294A_pos_siT_1",1,607,0.0016474464579901153,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201812_G294A_pos_siT_1",0,163,0,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201812_G294A_pos_siT_1",0,163,0,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201812_G294A_pos_siT_1",0,110,0,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201812_G294A_pos_siT_1",0,32,0,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201812_G294A_pos_siT_1",0,52,0,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201812_G294A_pos_siT_1",0,29,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr2",241668685,241668875,"clu_28895_+","201812_G294A_pos_siT_1",0,38,0,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201812_G294A_pos_siT_1",0,38,0,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr20",63439708,63444659,"clu_29405_-","201812_G294A_pos_siT_1",0,47,0,"chr20:63439708-63444659","KCNQ2","novel_exon_skip","-",9,35,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201903_Q331K_pos_siT_3",0,312,0,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201903_Q331K_pos_siT_3",1,31,0.03225806451612903,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201903_Q331K_pos_siT_3",2,153,0.013071895424836602,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201903_Q331K_pos_siT_3",9,285,0.031578947368421054,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201903_Q331K_pos_siT_3",0,4,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201903_Q331K_pos_siT_3",0,119,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201903_Q331K_pos_siT_3",0,35,0,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201903_Q331K_pos_siT_3",0,35,0,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201812_G294A_pos_siT_1",12,385,0.03116883116883117,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201812_G294A_pos_siT_1",8,42,0.19047619047619047,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr6",158017290,158019984,"clu_39927_+","201812_G294A_pos_siT_1",0,50,0,"chr6:158017290-158019984","SYNJ2","novel_acceptor","+",4,1,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr7",45735670,45736787,"clu_41577_-","201812_G294A_pos_siT_1",2,70,0.02857142857142857,"chr7:45735670-45736787","SEPTIN7P2","novel_acceptor","-",6,91,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr7",100050836,100056911,"clu_43077_+","201812_G294A_pos_siT_1",2,27,0.07407407407407407,"chr7:100050836-100056911","ZSCAN21","novel_donor","+",1,70,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr20",38088420,38089726,"clu_29747_+","201812_G294A_pos_siT_1",0,125,0,"chr20:38088420-38089726","RPRD1B","novel_donor","+",1,98,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201812_G294A_pos_siT_1",2,449,0.004454342984409799,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201812_G294A_pos_siT_1",3,348,0.008620689655172414,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201812_G294A_pos_siT_1",6,206,0.02912621359223301,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201812_G294A_pos_siT_1",0,186,0,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201812_G294A_pos_siT_1",0,631,0,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201903_Q331K_pos_siT_3",0,39,0,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201812_G294A_pos_siT_1",5,87,0.05747126436781609,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr1",108896431,108896864,"clu_1219_+","201812_G294A_pos_siT_2",0,62,0,"chr1:108896431-108896864","GPSM2","novel_donor","+",7,14,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr1",228307531,228309099,"clu_2311_+","201812_G294A_pos_siT_2",5,8,0.625,"chr1:228307531-228309099","OBSCN","novel_exon_skip","+",1,128,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201812_G294A_pos_siT_2",0,123,0,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201812_G294A_pos_siT_2",6,167,0.03592814371257485,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201812_G294A_pos_siT_2",0,58,0,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201812_G294A_pos_siT_2",0,58,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr11",216718,224078,"clu_7075_-","201812_G294A_pos_siT_2",0,46,0,"chr11:216718-224078","SIRT3","novel_exon_skip","-",1,150,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201812_G294A_pos_siT_2",3,35,0.08571428571428572,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201812_G294A_pos_siT_2",0,192,0,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201812_G294A_pos_siT_2",0,34,0,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201812_G294A_pos_siT_2",0,364,0,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201812_G294A_pos_siT_2",0,655,0,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201812_G294A_pos_siT_2",0,7,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201812_G294A_pos_siT_2",0,168,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201812_G294A_pos_siT_2",0,60,0,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201812_G294A_pos_siT_2",1,60,0.016666666666666666,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201812_G294A_pos_siT_2",4,707,0.005657708628005658,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201812_G294A_pos_siT_2",0,149,0,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201812_G294A_pos_siT_2",0,149,0,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201812_G294A_pos_siT_2",2,148,0.013513513513513514,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201812_G294A_pos_siT_2",0,59,0,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201812_G294A_pos_siT_2",2,59,0.03389830508474576,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201812_G294A_pos_siT_2",0,32,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr1",108896431,108896864,"clu_1219_+","201903_M337P_pos_siT_3",0,8,0,"chr1:108896431-108896864","GPSM2","novel_donor","+",7,14,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr1",228307531,228309099,"clu_2311_+","201903_M337P_pos_siT_3",0,3,0,"chr1:228307531-228309099","OBSCN","novel_exon_skip","+",1,128,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201903_M337P_pos_siT_3",0,29,0,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201903_M337P_pos_siT_3",4,89,0.0449438202247191,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201903_M337P_pos_siT_3",0,22,0,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201903_M337P_pos_siT_3",0,22,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr2",241668685,241668875,"clu_28895_+","201812_G294A_pos_siT_2",0,36,0,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201812_G294A_pos_siT_2",0,36,0,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr20",63439708,63444659,"clu_29405_-","201812_G294A_pos_siT_2",0,44,0,"chr20:63439708-63444659","KCNQ2","novel_exon_skip","-",9,35,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr20",38088420,38089726,"clu_29747_+","201812_G294A_pos_siT_2",0,174,0,"chr20:38088420-38089726","RPRD1B","novel_donor","+",1,98,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201812_G294A_pos_siT_2",0,462,0,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201812_G294A_pos_siT_2",1,433,0.0023094688221709007,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201812_G294A_pos_siT_2",4,242,0.01652892561983471,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201812_G294A_pos_siT_2",0,186,0,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201812_G294A_pos_siT_2",3,593,0.00505902192242833,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr12",111710437,111712498,"clu_10463_+","201812_G294A_pos_siT_2",9,162,0.05555555555555555,"chr12:111710437-111712498","ACAD10","novel_donor","+",1,100,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr12",131992230,132005077,"clu_10682_+","201812_G294A_pos_siT_2",6,391,0.015345268542199489,"chr12:131992230-132005077","EP400","novel_exon_skip","+",10,30,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201812_G294A_pos_siT_2",0,13,0,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr7",100050836,100056911,"clu_43077_+","201812_G294A_pos_siT_2",4,33,0.12121212121212122,"chr7:100050836-100056911","ZSCAN21","novel_donor","+",1,70,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201812_G294A_pos_siT_2",0,65,0,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201903_G335A_pos_siT_2",0,25,0,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr1",108896431,108896864,"clu_1219_+","201903_Q331K_pos_siT_2",0,26,0,"chr1:108896431-108896864","GPSM2","novel_donor","+",7,14,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr1",228307531,228309099,"clu_2311_+","201903_Q331K_pos_siT_2",0,10,0,"chr1:228307531-228309099","OBSCN","novel_exon_skip","+",1,128,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201812_G294A_pos_siT_2",0,391,0,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201812_G294A_pos_siT_2",0,28,0,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr6",158017290,158019984,"clu_39927_+","201812_G294A_pos_siT_2",0,28,0,"chr6:158017290-158019984","SYNJ2","novel_acceptor","+",4,1,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr7",45735670,45736787,"clu_41577_-","201812_G294A_pos_siT_2",1,72,0.013888888888888888,"chr7:45735670-45736787","SEPTIN7P2","novel_acceptor","-",6,91,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201903_Q331K_pos_siT_2",0,39,0,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201903_Q331K_pos_siT_2",6,156,0.038461538461538464,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201903_Q331K_pos_siT_2",0,46,0,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201903_Q331K_pos_siT_2",0,46,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr11",216718,224078,"clu_7075_-","201903_Q331K_pos_siT_2",0,54,0,"chr11:216718-224078","SIRT3","novel_exon_skip","-",1,150,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr12",111710437,111712498,"clu_10463_+","201903_Q331K_pos_siT_2",0,90,0,"chr12:111710437-111712498","ACAD10","novel_donor","+",1,100,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr12",131992230,132005077,"clu_10682_+","201903_Q331K_pos_siT_2",0,138,0,"chr12:131992230-132005077","EP400","novel_exon_skip","+",10,30,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201903_Q331K_pos_siT_2",0,6,0,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201903_Q331K_pos_siT_2",0,23,0,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201903_Q331K_pos_siT_2",3,350,0.008571428571428572,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201903_Q331K_pos_siT_2",0,38,0,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201903_Q331K_pos_siT_2",0,216,0,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201903_Q331K_pos_siT_2",0,306,0,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201903_Q331K_pos_siT_2",0,4,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201903_Q331K_pos_siT_2",0,81,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr1",108896431,108896864,"clu_1219_+","201812_A326P_pos_siT_1",0,44,0,"chr1:108896431-108896864","GPSM2","novel_donor","+",7,14,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr1",228307531,228309099,"clu_2311_+","201812_A326P_pos_siT_1",2,4,0.5,"chr1:228307531-228309099","OBSCN","novel_exon_skip","+",1,128,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201812_A326P_pos_siT_1",0,125,0,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201812_A326P_pos_siT_1",3,127,0.023622047244094488,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201812_A326P_pos_siT_1",0,54,0,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201812_A326P_pos_siT_1",0,54,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
